code,act,section,description
19932,"MVA","38(2)(d)","Misuse - demonstration licence"
19666,"MVA","92(d)","Prohibition against driving relating to fitness or"
19667,"MVA","92","Prohibition against driving relating to fitness or"
19668,"MVA","91(1)(a)","Prohibition against driving where unsatisfied judg"
19669,"MVA","91(1)(b)","Prohibition against driving where unsatisfied judg"
20030,"MVA","26(1)(b.1)(x)","Refusal to issue a licence, permit etc."
20031,"MVA","26(1)(b.1)","Refusal to issue a licence, permit etc."
20032,"MVA","26(1)(c)","Refusal to issue a licence, permit etc."
20033,"MVA","26(1)","Refusal to issue a licence, permit etc."
20034,"MVA","25(15)","Drive Contrary to Restriction on Licence"
20035,"MVA","25(10)(a)","Fail to obey restriction on driver licence"
20036,"MVA","25(10)(b)","Fail to obey restriction on driver licence"
20037,"MVA","25(10)(c)","Fail to obey restriction on driver licence"
20038,"MVA","25(10)(d)","Fail to obey restriction on driver licence"
20039,"MVA","25(10)(e)","Fail to obey restriction on driver licence"
20040,"MVA","25(10)(f)","Fail to obey restriction on driver licence"
20041,"MVA","25(10)","Fail to obey restriction on driver licence"
20042,"MVA","25(8)(a)","Driving without adult supervision"
20043,"MVA","25(8)(b)","Driving without adult supervision"
20044,"MVA","25(8)(c)","Driving without adult supervision"
20045,"MVA","25(8)","Driving without adult supervision"
20046,"MVA","25(7)","Application for Licence"
20047,"MVA","25(6)","Application for Licence"
20048,"MVA","25(4)","Dual Drivers licences"
20049,"MVA","25(3)(a)","Application for Licence"
20050,"MVA","25(3)(b)","Application for Licence"
20051,"MVA","25(3)(c)","Application for Licence"
20052,"MVA","25(3)","Application for Licence"
19718,"MVA","83(5)(a)","Liability of Owner for Violation of Act"
19719,"MVA","83(5)(b)","Liability of Owner for Violation of Act"
19720,"MVA","83(5)","Liability of Owner for Violation of Act"
19721,"MVA","83(6)","Liability of Owner for Violation of Act"
19722,"MVA","83(7)(a)","Liability of Owner for Violation of Act"
19723,"MVA","83(7)(b)(i)","Liability of Owner for Violation of Act"
19724,"MVA","83(7)(b)(ii)","Liability of Owner for Violation of Act"
19725,"MVA","83(7)(b)","Liability of Owner for Violation of Act"
19726,"MVA","83(7)","Liability of Owner for Violation of Act"
19727,"MVA","82(1)","Certificate of superintendent as evidence"
19728,"MVA","82(2)","Certificate of superintendent as evidence"
19729,"MVA","82(3)","Certificate of superintendent as evidence"
19730,"MVA","82(4)","Certificate of superintendent as evidence"
19731,"MVA","82(5)","Certificate of superintendent as evidence"
19732,"MVA","82","Certificate of superintendent as evidence"
19733,"MVA","80","Onus of proof of licence"
19734,"MVA","79(a)","Arrest without warrant"
19735,"MVA","79(b)","Arrest without warrant"
19736,"MVA","79(c)","Arrest without warrant"
19737,"MVA","79(d)","Arrest without warrant"
19738,"MVA","79","Arrest without warrant"
19739,"MVA","78","Limitation of actions"
19740,"MVA","76","No suspended sentence where minimum punishment"
19741,"MVA","75","Fail to comply with motor vehicle act"
19742,"MVA","73(1)","Fail to Stop for Police"
20284,"MVA","74(1)(a)(ii)","Alteration of numbered decal"
20285,"MVA","74(1)(a)(iii)","Alteration of any document issued under this act"
20546,"MVA","219","Equipment of motor vehicles"
20053,"MVA","25(1)","Application for Licence"
20054,"MVA","24(7)(a)","Offences- Licences and Insurance"
20055,"MVA","24(7)(b)","Offences- Licences and Insurance"
20342,"MVA","113(2)(a)","Garage and sales agency policy"
20343,"MVA","183(13)","Rights and duties of operator of cycle"
20344,"MVA","113(2)(b)","Garage and sales agency policy"
20345,"MVA","113(3)","Decal or sticker affixed is proof of resp."
20346,"MVA","113(4)","Decal ad sticker included in insurance."
20347,"MVA","183(15)","Rights and duties of operator of cycle"
20348,"MVA","183(16)","Rights and duties of operator of cycle"
20349,"MVA","183(17)(a)","Rights and duties of operator of cycle"
20350,"MVA","183(17)(b)(i)","Rights and duties of operator of cycle"
20351,"MVA","183(17)(b)(ii)","Rights and duties of operator of cycle"
20352,"MVA","110(1)","Default of Insurer"
20353,"MVA","183(c)","Rights and duties of operator of cycle"
20354,"MVA","110(2)","Default of insurer"
20355,"MVA","107(1)","Service of unlicensed insurer"
20356,"MVA","107(2)","Service of unlicensed insurer"
20357,"MVA","106(5)","Proof of financial responsibility"
20358,"MVA","184(1)(a)","Bicycle safety helmets"
19743,"MVA","73(2)","Failing to State Name and Address"
19744,"MVA","73(3)","Fail to state name stop"
19745,"MVA","73","Failing to Stop for Police or Give Information"
19746,"MVA","72","Transport animals in insecure manner on vehicle ex"
19747,"MVA","71","Refusing to Produce Licence"
20137,"MVA","14","Change of Address or Name"
20138,"MVA","13(1)(a)","Motor Vehicle or Trailer without Licence"
20139,"MVA","13(1)(b)","Driving without Current Number Plates"
20140,"MVA","13(1)(c)","Displaying Number Plate other than that Issued for"
20141,"MVA","13(1)","No vehicle licence"
20142,"MVA","13(2)","Licence Plate Offences"
20143,"MVA","13(3)","Licence Plate Offences"
20144,"MVA","13(4)","Licence Plate Offences"
20145,"MVA","13","Licence Plate Offences"
20146,"MVA","12(1)","Improper display plate"
20147,"MVA","12(2)","Number plates"
20148,"MVA","12(3)","Number plates"
20149,"MVA","12(4)","Number plates"
20150,"MVA","12","Number plates"
20151,"MVA","11","Not carrying a licence"
20152,"MVA","10(2)","Special licence for tractors, etc."
20153,"MVA","10(1)","Special licence for tractors, etc."
20154,"MVA","8(2)","Licences for Farm Tractors"
20155,"MVA","8(1)(a)","No Farm Tractor Licence when Pulling a Trailer"
20156,"MVA","8(1)(b)","No Farm Tractor Licence when Pulling a Trailer"
19933,"MVA","38(2)(e)","Misuse - demonstration licence"
19934,"MVA","38(2)(f)","Misuse - demonstration licence"
19935,"MVA","38(2)","Misuse - demonstration licence"
20267,"MVA","38(3)","Issuance of demonstrations licence"
20268,"MVA","38(4)","Demonstration licence deemed sufficiently licenced"
20269,"MVA","60(6)(a)","Persons term of licencing"
20270,"MVA","60(6)(b)","Issuance of licence because of medical condition"
20271,"MVA","63(1)","Rebate of part of the licence"
20272,"MVA","63(2)","Rebate of part of licence fees"
20273,"MVA","64(2)","Siezure of vehicle to obtain outstanding fees"
20274,"MVA","64(3)","Recover fees in court of contempt"
20275,"MVA","66(1)","Persons authorized to take affidavits"
20276,"MVA","66(2)","Superintendant authorization of affidavits"
20277,"MVA","66(3)","People with the power to take affidavits"
20278,"MVA","67(3)","Accident in city or city municipality"
20279,"MVA","67(4)","Accident within municipality"
20280,"MVA","67(5)","Accident elsewhere than a city."
20281,"MVA","67(6)","A report must be made by driver or passanger"
20282,"MVA","67(7)","Investigating officer must file report"
20283,"MVA","74(1)(a)(i)","Alterations of number plates"
20359,"MVA","106(6)","Proof of financial responsibility"
20360,"MVA","184(1)(b)","Bicycle safety helmets"
20361,"MVA","184(2)(a)","Bicycle safety helmets"
20157,"MVA","8(1)","No Farm Tractor Licence when Pulling a Trailer"
20158,"MVA","7(1)(a)","Under Age Applicants"
20159,"MVA","7(1)(b)","Under Age Applicants"
20160,"MVA","7(1)","Under Age Applicants"
20425,"MVA","83.2(6)","ICBC keep record of every certificate sent"
20426,"MVA","83.2(5)","Certificate sent to ICBC"
20427,"MVA","83.2(4)","Officer present where certificate given"
20428,"MVA","83.2(3)","Certificate without signature"
20429,"MVA","83.2(2)(a)","Certificate to owner of motor vehicle."
20430,"MVA","83.2(2)(b)","Certificate for another person"
20431,"MVA","83.2(1)","Definition of \"enforcement officer\""
20432,"MVA","83.1(13)","Enlargement of licence plate area"
20433,"MVA","83.1(12)(1)","Reproduction of image in paper format"
20434,"MVA","83.1(12)(b)(i)","Reproduction certified by an officer"
20435,"MVA","83.1(12)(b)(ii)","Reproduction contain a statement of authentication"
20436,"MVA","210(3)(a)","Power to make regulations"
20437,"MVA","210(3)(b)","Power to make regulations"
20438,"MVA","210(3)(c)","Power to make regulations"
20439,"MVA","210(3)(d)","Power to make regulations"
20440,"MVA","210(3)(e)","Power to make regulations"
19540,"MVA","105(5)","Impoundment of a motor vehicle"
19541,"MVA","105(6)","Impoundment of a motor vehicle"
19542,"MVA","105","Impoundment of a motor vehicle"
19543,"MVA","104(1)(a)","Reporting conviction or judgment"
19544,"MVA","104(1)(b)","Reporting conviction or judgment"
19545,"MVA","104(1)(c)","Reporting conviction or judgment"
19546,"MVA","104(1)(d)","Reporting conviction or judgment"
19547,"MVA","104(1)(e)","Reporting conviction or judgment"
19548,"MVA","104(1)","Reporting conviction or judgment"
19549,"MVA","104(2)","Reporting conviction or judgment"
19550,"MVA","104(3)","Reporting conviction or judgment"
19551,"MVA","104(4)(a)","Reporting conviction or judgment"
19552,"MVA","104(4)(b)","Reporting conviction or judgment"
19553,"MVA","104(4)","Reporting conviction or judgment"
19554,"MVA","104(5)(a)","Reporting conviction or judgment"
19555,"MVA","104(5)(b)","Reporting conviction or judgment"
19556,"MVA","104(5)(c)","Reporting conviction or judgment"
19557,"MVA","104(5)(d)","Reporting conviction or judgment"
19558,"MVA","104(5)","Reporting conviction or judgment"
19559,"MVA","104","Reporting conviction or judgment"
19560,"MVA","103(a)","Driving while prohibited or suspended"
19561,"MVA","103(b)","Driving while prohibited or suspended"
19562,"MVA","103","Driving while prohibited or suspended"
19563,"MVA","101(2)(a)","Stay of prohibition against driving"
19564,"MVA","101(2)(b)","Stay of prohibition against driving"
19565,"MVA","101(2)","Stay of prohibition against driving"
19566,"MVA","101(3)","Stay of prohibition against driving"
19567,"MVA","101(4)","Stay of prohibition against driving"
19568,"MVA","101(5)(a)","Stay of prohibition against driving"
19569,"MVA","101(5)(b)","Stay of prohibition against driving"
19570,"MVA","101(5)","Stay of prohibition against driving"
19571,"MVA","101(6)(a)","Stay of prohibition against driving"
19670,"MVA","91(1)","Prohibition against driving where unsatisfied judg"
19671,"MVA","91(2)(a)","Prohibition against driving where unsatisfied judg"
19672,"MVA","91(2)(b)","Prohibition against driving where unsatisfied judg"
19673,"MVA","91(2)(c)","Prohibition against driving where unsatisfied judg"
19674,"MVA","91(2)","Prohibition against driving where unsatisfied judg"
19675,"MVA","91(3)","Prohibition against driving where unsatisfied judg"
19676,"MVA","91","Prohibition against driving where unsatisfied judg"
19677,"MVA","90(11)","Suspension and cancellation of vehicle licences et"
19678,"MVA","90(10)","Suspension and cancellation of vehicle licences et"
19679,"MVA","90(7)","Suspension and cancellation of vehicle licences et"
19680,"MVA","90(6)(a)","Suspension and cancellation of vehicle licences et"
19681,"MVA","90(6)(b)","Suspension and cancellation of vehicle licences et"
19682,"MVA","90(6)","Suspension and cancellation of vehicle licences et"
19683,"MVA","90(5)","Suspension and cancellation of vehicle licences et"
19684,"MVA","90(4)","Suspension and cancellation of vehicle licences et"
19685,"MVA","90(3)(a)","Suspension and cancellation of vehicle licences et"
19686,"MVA","90(3)(b)","Suspension and cancellation of vehicle licences et"
19687,"MVA","90(3)","Suspension and cancellation of vehicle licences et"
19688,"MVA","90(2)(a)","Suspension and cancellation of vehicle licences et"
20441,"MVA","210(3)(f)","Power to make regulations"
20442,"MVA","210(3)(g)(i)","Power to make regulations"
20443,"MVA","210(3)(g)(ii)","Power to make regulations"
19776,"MVA","67(11)","Accident Reports"
19777,"MVA","67(10)","Accident Reports"
19778,"MVA","67(9)","Accident Reports"
19779,"MVA","67(8)","Accident Reports"
19780,"MVA","67(2)(a)","Accident Reports"
19781,"MVA","67(2)(b)","Accident Reports"
19782,"MVA","67(2)","Accident Reports"
19783,"MVA","67(1)","Fail to Report Accident"
19784,"MVA","65","Accounting"
19785,"MVA","64(4)","Recovery of licence fees"
19786,"MVA","64(1)","Recovery of licence fees"
19787,"MVA","62(1)","Fees"
19572,"MVA","101(6)(b)","Stay of prohibition against driving"
19573,"MVA","101(6)","Stay of prohibition against driving"
19574,"MVA","101(7)","Stay of prohibition against driving"
19575,"MVA","101(8)(a)","Stay of prohibition against driving"
19576,"MVA","101(8)(b)","Stay of prohibition against driving"
19936,"MVA","38(1)(a)","Misuse - demonstration licence"
19937,"MVA","38(1)(b)(i)","Misuse - demonstration licence"
19938,"MVA","38(1)(b)(ii)","Misuse - demonstration licence"
19939,"MVA","38(1)(b)","Misuse - demonstration licence"
19940,"MVA","38(1)","Misuse - demonstration licence"
19941,"MVA","37(1)","Employing unlicenced driver"
19942,"MVA","37(2)","Employing unlicenced driver"
19943,"MVA","37","Employing unlicenced driver"
19944,"MVA","36(11)","Municipal Chauffer Permits"
19945,"MVA","36(1)","Municipal Chauffer Permits"
19946,"MVA","36(10)","Chauffer Failing to have Permit in His Possession"
19947,"MVA","36(5)","Cancellation of taxi permit"
19948,"MVA","36(2)","Municipal Chauffer Permits"
19949,"MVA","35(1)(a)","Exemption-non resident driver"
19950,"MVA","35(1)(b)","Exemption-non resident driver"
19951,"MVA","35(1)(c)","Exemption-non resident driver"
19952,"MVA","35(1)","Exemption-non resident driver"
19953,"MVA","35(2)(a)","Exemption-non resident driver"
19954,"MVA","35(2)(b)","Exemption-non resident driver"
19955,"MVA","35(2)","Exemption-non resident driver"
19956,"MVA","35(3)(a)","Exemption-non resident driver"
19957,"MVA","35(3)(b)","Exemption-non resident driver"
19958,"MVA","35(3)(c)","Exemption-non resident driver"
19959,"MVA","35(3)","Exemption-non resident driver"
19960,"MVA","35(4)(a)","Exemption-non resident driver"
19961,"MVA","35(4)(b)","Exemption-non resident driver"
19962,"MVA","35(4)(c)","Exemption-non resident driver"
19963,"MVA","35(4)","Exemption-non resident driver"
19689,"MVA","90(2)(b)","Suspension and cancellation of vehicle licences et"
19690,"MVA","90(2)(c)","Suspension and cancellation of vehicle licences et"
19691,"MVA","90(2)(d)","Suspension and cancellation of vehicle licences et"
19692,"MVA","90(2)","Suspension and cancellation of vehicle licences et"
19693,"MVA","90(1)(a)(i)","Suspension and cancellation of vehicle licences et"
20056,"MVA","24(7)","Offences- Licences and Insurance"
20057,"MVA","24(6)(a)(i)","Offences- Licences and Insurance"
20058,"MVA","24(6)(a)(ii)","Offences- Licences and Insurance"
20059,"MVA","24(6)(a)(iii)","Offences- Licences and Insurance"
20060,"MVA","24(6)(a)(iv)","Offences- Licences and Insurance"
20061,"MVA","24(6)(a)","Offences- Licences and Insurance"
20062,"MVA","24(6)(b)","Offences- Licences and Insurance"
20063,"MVA","24(6)(c)","Offences- Licences and Insurance"
20064,"MVA","24(6)","Offences- Licences and Insurance"
20065,"MVA","24(5)(a)","Drive without insurance"
20066,"MVA","24(5)(b)","Drive without insurance"
20067,"MVA","24(5)","Drive without insurance"
20068,"MVA","24(2)","Driving Without Licence"
20069,"MVA","23(1)","Classes of drivers licences"
20070,"MVA","23(2)","Improper class of Drivers licence"
20071,"MVA","23","Classes of drivers licences"
20072,"MVA","22(1)(a)(i)","No vehicle licence"
20074,"MVA","22(1)(a)","No vehicle licence"
20075,"MVA","22(1)(b)","Reciprocal arrangements"
20076,"MVA","22(1)","Reciprocal arrangements"
20077,"MVA","22(2)(a)(i)","Reciprocal arrangements"
20078,"MVA","22(2)(a)(ii)","Reciprocal arrangements"
20079,"MVA","22(2)(a)","Reciprocal arrangements"
20080,"MVA","22(2)(b)","Reciprocal arrangements"
20081,"MVA","22(2)(c)","Reciprocal arrangements"
19788,"MVA","62(2)(a)","Fees"
19789,"MVA","62(2)(b)","Fees"
19790,"MVA","62(2)","Fees"
19791,"MVA","62(3)","Fees"
19792,"MVA","61(1)","Cancellation of Drivers licence"
19793,"MVA","61(2)(a)","Cancellation of Drivers licence"
19794,"MVA","61(2)(b)","Cancellation of Drivers licence"
19795,"MVA","61(2)","Cancellation of Drivers licence"
19796,"MVA","61","Cancellation of Drivers licence"
19797,"MVA","60(1)(a)","Term and duration of licences"
19798,"MVA","60(1)(b)","Term and duration of licences"
19799,"MVA","60(1)(c)","Term and duration of licences"
20161,"MVA","7(2)(a)","Licence to Person Under 18 with no Parent or Guard"
20162,"MVA","7(2)(b)","Licence to Person Under 18 with no Parent or Guard"
20163,"MVA","7(2)","Licence to Person Under 18 with no Parent or Guard"
20164,"MVA","7(3)","Under Age Applicants"
20165,"MVA","7","Under Age Applicants"
20166,"MVA","6(a)","Payment of premium"
20167,"MVA","6(b)","Payment of premium"
20168,"MVA","6(c)","Payment of premium"
20169,"MVA","6(d)","Payment of premium"
20170,"MVA","6(e)","Payment of premium"
20171,"MVA","6(f)","Payment of premium"
20172,"MVA","6","Payment of premium"
20173,"MVA","4(1)","Fail to register vehicle"
20174,"MVA","4(2)(a)","Fail to register vehicle"
20175,"MVA","4(2)(b)","Fail to register vehicle"
20176,"MVA","4(2)(c)","Fail to register vehicle"
20177,"MVA","4(2)","Fail to register vehicle"
20179,"MVA","3(10)","Registration and Licence"
20180,"MVA","3(9)","Registration and Licence"
19964,"MVA","34(2)","Exemption of non-resident drivers"
19965,"MVA","34(1)(a)","Fail to obtain bc dl"
19966,"MVA","34(1)(b)","Fail to obtain bc dl"
19967,"MVA","34(1)(c)","Fail to obtain bc dl"
20286,"MVA","74(1)(b)(i)","Driving with altered number plate or decal"
20287,"MVA","74(1)(b)(ii)","Imitating a number plate."
20288,"MVA","74(1)(c)","Alteration of Drivers licence"
20289,"MVA","74(1)(d)","Driving with altered licence."
20290,"MVA","74(2)","Applies to number plate, etc."
20291,"MVA","74(3)","Applies to Drivers licence."
20292,"MVA","77(1)","Application of fines."
20293,"MVA","77(2)","Application of fees not applying"
20294,"MVA","81(1)","Evidence of licence or permit is evidence"
20295,"MVA","81(2)","Evidence of licence or permit is genuine"
20296,"MVA","82(6)","ICBC must keep records"
20297,"MVA","82(7)","Superintendent has control of records"
20298,"MVA","83(1)(a)","Definition of owner and traffic bylaws"
20299,"MVA","83(1)(b)","Definition of owner and traffic bylaws"
20300,"MVA","83.1(1)(a)","Definition of owner & speed monitor device"
20082,"MVA","22(2)","Reciprocal arrangements"
20083,"MVA","22","Reciprocal arrangements"
20084,"MVA","21(7)(a)(i)","Fail to change foreign vehicle"
20085,"MVA","21(7)(a)(ii)","Fail to register foreign motor vehicle"
20086,"MVA","21(7)(a)","Driving Motor Vehicle or Trailer after Permit Expi"
20087,"MVA","21(7)(b)","Fail to register vehicle"
20362,"MVA","102(a)","Driving while prohibited"
20363,"MVA","102(b)","Driving while prohibited"
20364,"MVA","184(2)(b)","Bicycle safety helmets"
20365,"MVA","184(3)","Bicycle safety helmets"
20366,"MVA","102(c)","Driving while prohibited"
20367,"MVA","102(d)","Driving while prohibited"
20368,"MVA","184(4)(a)","Bicycle safety helmets"
20369,"MVA","101(1)","Definitions of stay of probation terms"
20370,"MVA","184(4)(b)","Bicycle safety helmets"
20371,"MVA","184(5)","Bicycle safety helmets"
20372,"MVA","184(6)(a)","Bicycle safety helmets"
20373,"MVA","184(6)(b)","Bicycle safety helmets"
20374,"MVA","188(4)","Police may move parked vehicle"
20375,"MVA","188(5)","Police may moe parked vehicle"
20376,"MVA","210(1)","Power to make regulations"
20377,"MVA","210(2)(a)","Power to make regulations"
20378,"MVA","210(2)(b)","Power to make regulations"
20379,"MVA","210(2)(c)","Power to make regulations"
20380,"MVA","210(2)(d)","Power to make regulations"
20181,"MVA","3(8)","Registration and Licence"
20182,"MVA","3(7)(a)","Registration and Licence"
20183,"MVA","3(7)(b)","Registration and Licence"
20184,"MVA","3(7)(c)","Registration and Licence"
20185,"MVA","3(7)","Registration and Licence"
20186,"MVA","3(6)","Registration and Licence"
20187,"MVA","3(5)","Registration and Licence"
20444,"MVA","210(3)(h)","Power to make regulations"
20445,"MVA","210(3)(i)","Power to make regulations"
20446,"MVA","210(3)(j)","Power to make regulations"
20447,"MVA","210(3)(k)","Power to make regulations"
20448,"MVA","210(3)(l)(i)","Power to make regulations"
20449,"MVA","210(3)(l)(ii)","Power to make regulations"
20450,"MVA","210(3)(m)","Power to make regulations"
20451,"MVA","210(3)(n)","Power to make regulations"
20452,"MVA","210(3)(p)","Power to make regulations"
20453,"MVA","210(3)(o)(i)","Power to make regulations"
20454,"MVA","210(3)(o)(ii)","Power to make regualtions"
20214,"MVA","3(3)(b)","Application for motor vehicle liability"
20215,"MVA","3(4)","Liability policy signed by the owner and delivered"
20216,"MVA","5(1)","Interim licence regulations."
20217,"MVA","5(2)","Display of interim licence"
20218,"MVA","8(3)","Cancelation of a licence issued."
20219,"MVA","8(4)","Returning plates upon cancellation"
20220,"MVA","9(1)","Special licence for vehicles used in industry"
20221,"MVA","9(2)","Form of licence in this section varied"
20222,"MVA","9(3)","Industry use of vehicles"
20223,"MVA","9(4)","Licence fee payable"
20224,"MVA","10(3)","Cancellation of tractor licence"
20225,"MVA","10(4)","Return of cancelled tractor licence"
20226,"MVA","21(4)","Issuance of a certification of registration"
20227,"MVA","21(5)","Motor vehicle with sticker is considered insured."
20228,"MVA","24(3)(a)","Drive only with valid Drivers certificate"
20229,"MVA","24(4) Section (3)(a)","does not apply to a learner"
20230,"MVA","25(2)","Application for licence"
20231,"MVA","25(2.1)(a)","Enter data into the ICBC database"
20487,"MVA","83.1","Liability of owner for speeding violations"
20488,"MVA","83.2","Certificate as evidence"
20489,"MVA","93.2","Notify by Superintendant of prohibition act"
20301,"MVA","83.1(1)(b)","Definition of owner & speed monitoring device"
20302,"MVA","83.1(1)(c)","Definition of owner & speed monitoring device"
20303,"MVA","83.1(2)","Owner of a motor vehicle liable"
20381,"MVA","210(2)(e)","Power to make regulations"
20382,"MVA","210(2)(f)","Power to make regulations"
20383,"MVA","210(2)(g)","Power to make regulations"
20457,"MVA","100","prohibition against driving for failing to stop"
19800,"MVA","60(1)","Term and duration of licences"
19801,"MVA","60(3)","Term and duration of licences"
19802,"MVA","60(2)","Term and duration of licences"
19803,"MVA","60(4)","Term and duration of licences"
19804,"MVA","60(5)(a)","Term and duration of licences"
19805,"MVA","60(5)(b)","Term and duration of licences"
19806,"MVA","60(5)(c)","Term and duration of licences"
19807,"MVA","60(5)(d)","Term and duration of licences"
19808,"MVA","60(5)","Term and duration of licences"
19809,"MVA","60(7)","Term and duration of licences"
19810,"MVA","60(8)","Term and duration of licences"
19811,"MVA","59","Fail to notify superintendent of change serial eng"
19812,"MVA","58(1)","Fail to comply mca act regs"
19813,"MVA","58(2)","Fail to comply mca act regs"
20490,"MVA","97.1","Drivers licence forwarded to ICBC"
20491,"MVA","223","Canada Safety Standards"
20492,"MVA","225","Demand for Blood Sample"
20493,"MVA","226","Refusal to give blood sample"
20494,"MVA","227","Proof of blood sample"
20495,"MVA","146","Speeding"
20500,"MVA","220","Safety Belt Infractions"
20501,"MVA","129","Red Light Infractions"
20531,"MVA","67","Accident Reports"
19852,"MVA","47(1)","No pollution control devices"
19577,"MVA","101(8)","Stay of prohibition against driving"
19578,"MVA","101(9)(a)","Stay of prohibition against driving"
19579,"MVA","101(9)(b)","Stay of prohibition against driving"
19580,"MVA","101(9)","Stay of prohibition against driving"
19581,"MVA","101(10)","Stay of prohibition against driving"
19582,"MVA","101(11)(a)","Stay of prohibition against driving"
19583,"MVA","101(11)(b)(i)","Stay of prohibition against driving"
19584,"MVA","101(11)(b)(ii)","Stay of prohibition against driving"
19585,"MVA","101(11)(b)","Stay of prohibition against driving"
19586,"MVA","101(11)","Stay of prohibition against driving"
19587,"MVA","101(12)","Stay of prohibition against driving"
19588,"MVA","100(1)(a)(i)","Fail to stop police pursuit"
19589,"MVA","100(1)(a)(ii)","Fail to stop police pursuit"
19590,"MVA","100(1)(a)","Fail to stop police pursuit"
19591,"MVA","100(1)(b)","Fail to stop police pursuit"
19592,"MVA","100(1)","Fail to stop, resulting in pursuit"
19593,"MVA","100(2)","Failing to stop for peace officer"
19594,"MVA","100(3)(a)","Failing to stop for peace officer"
19595,"MVA","100(3)(b)","Failing to stop for peace officer"
19596,"MVA","100(3)(c)","Failing to stop for peace officer"
19597,"MVA","100(3)(d)","Failing to stop for peace officer"
19598,"MVA","100(3)","Failing to stop for peace officer"
19599,"MVA","100(4)","Failing to stop for peace officer"
19600,"MVA","100(5)","Failing to stop for peace officer"
19601,"MVA","99(1)","Automatic Prohibition Against Driving on Convictio"
19602,"MVA","99(2)(a)","Automatic Prohibition Against Driving on Convictio"
19603,"MVA","99(2)(b)","Automatic Prohibition Against Driving on Convictio"
19604,"MVA","99(2)(c)","Automatic Prohibition Against Driving on Convictio"
19605,"MVA","99(2)","Automatic Prohibition Against Driving on Convictio"
19606,"MVA","98(1)","Prohibition against driving by court"
19607,"MVA","98(2)(a)","Prohibition against driving by court"
19608,"MVA","98(2)(b)","Prohibition against driving by court"
19609,"MVA","98(2)(c)","Prohibition against driving by court"
19610,"MVA","98(2)(d)","Prohibition against driving by court"
19611,"MVA","98(2)(e)","Prohibition against driving by court"
19694,"MVA","90(1)(a)(ii)","Suspension and cancellation of vehicle licences et"
19695,"MVA","90(1)(a)(iii)","Suspension and cancellation of vehicle licences et"
19696,"MVA","90(1)(a)","Suspension and cancellation of vehicle licences et"
19697,"MVA","90(1)(b)","Suspension and cancellation of vehicle licences et"
19698,"MVA","90(1)","Suspension and cancellation of vehicle licences et"
19699,"MVA","89","Interpretation"
19700,"MVA","88(1)","Liability of licensees for offences of employees"
19701,"MVA","88(2)","Liability of licensees for offences of employees"
19702,"MVA","88(3)","Liability of licensees for offences of employees"
19703,"MVA","88","Liability of licensees for offences of employees"
19704,"MVA","87","Liability of partners"
19705,"MVA","86(1)","Responsibility of owner in certain cases"
19706,"MVA","86(2)","Responsibility of owner in certain cases"
19707,"MVA","86(3)","Responsibility of owner in certain cases"
19708,"MVA","86","Responsibility of owner in certain cases"
19709,"MVA","85","Allow unlicenced minor to drive"
19710,"MVA","84(1)","Failing to Give Information on Accident to Peace O"
19711,"MVA","84(2)","Giving Wrong Informatin or No Information to Peace"
19712,"MVA","84","Duty to Give Information"
19713,"MVA","83(2)","Liability of Owner for Violation of Act"
19814,"MVA","58","Fail to comply mca act regs"
19815,"MVA","57(1)","No inspection-used mv records"
19816,"MVA","57(2)","No inspection - used motor vehicle records"
19817,"MVA","57","No inspection - used motor vehicle records"
19818,"MVA","56(1)","Letting vehicles for hire"
19819,"MVA","56(2)","No inspection - hiring books"
19820,"MVA","56","Letting vehicles for hire"
19821,"MVA","55","Operating motorcycle"
19822,"MVA","54","Passenger front of driver"
19823,"MVA","53","Disobey passenger restrictions mc"
20188,"MVA","2(11)","Application of Act"
20189,"MVA","2(10)(a)","Application of Act"
20190,"MVA","2(10)(b)","Application of Act"
20191,"MVA","2(10)(c)","Application of Act"
20192,"MVA","2(10)","Application of Act"
20193,"MVA","2(8)","Application of Act"
20194,"MVA","2(7)","Husbandry equipment under 15 yrs"
20195,"MVA","2(6)","Application of Act"
20196,"MVA","2(5)(a)(i)","Application of Act"
20197,"MVA","2(5)(a)(ii)","Application of Act"
20198,"MVA","2(5)(a)","Application of Act"
20199,"MVA","2(5)(b)","Application of Act"
20200,"MVA","2(5)","Application of Act"
20201,"MVA","2(2)","Application of Act"
20202,"MVA","2(3)","Mechanically propelled invalids chair is vehicle"
20203,"MVA","2(4)","Invalids chair on a highway"
19853,"MVA","47(2)","Misuse of pollution devices on mv"
19854,"MVA","47(3)","Pollution control devices on motor vehicles"
19855,"MVA","47(4)(a)","Pollution control devices on motor vehicles"
19856,"MVA","47(4)(b)","Pollution control devices on motor vehicles"
19857,"MVA","47(4)(c)","Pollution control devices on motor vehicles"
19858,"MVA","47(4)(d)","Pollution control devices on motor vehicles"
19859,"MVA","47(4)(e)","Pollution control devices on motor vehicles"
19860,"MVA","47(4)(f)","Pollution control devices on motor vehicles"
19861,"MVA","47(4)(g)","Pollution control devices on motor vehicles"
19862,"MVA","47(4)","Pollution control devices on motor vehicles"
19863,"MVA","47","Pollution control devices on motor vehicles"
19864,"MVA","46","Misuse of demonstration plates"
19865,"MVA","45(1)","Driving demo vehicle - no consent"
19866,"MVA","45(2)","Driving demo vehicle - no consent"
19867,"MVA","45(3)","Driving demo vehicle - no consent"
